Vocab size: 8,192
Model config: {'sequence_len': 2048, 'vocab_size': 8192, 'n_layer': 6, 'n_head': 3, 'n_kv_head': 3, 'n_embd': 384, 'window_pattern': 'SSSL'}
Parameter counts:
  wte                     : 3,145,728
  value_embeds            : 9,437,184
  lm_head                 : 3,145,728
  transformer_matrices    : 10,617,120
  scalars                 : 12
  total                   : 26,345,772
Estimated FLOPs per token: 1.203258e+08
Scaling AdamW LRs by 1/sqrt(384/768) = 1.414214
Time budget: 300s
Gradient accumulation steps: 1

step 00000 (0.0%) | loss: 9.011034 | lrm: 1.00 | dt: 6711ms | tok/sec: 4,882 | mfu: 0.1% | epoch: 1 | remaining: 300s    
step 00001 (0.0%) | loss: 8.919419 | lrm: 1.00 | dt: 145ms | tok/sec: 225,916 | mfu: 2.7% | epoch: 1 | remaining: 300s    
step 00002 (0.0%) | loss: 8.702668 | lrm: 1.00 | dt: 136ms | tok/sec: 241,210 | mfu: 2.9% | epoch: 1 | remaining: 300s    
step 00003 (0.0%) | loss: 8.407941 | lrm: 1.00 | dt: 132ms | tok/sec: 248,569 | mfu: 3.0% | epoch: 1 | remaining: 300s    
step 00004 (0.0%) | loss: 8.097349 | lrm: 1.00 | dt: 132ms | tok/sec: 248,326 | mfu: 3.0% | epoch: 1 | remaining: 300s    
step 00005 (0.0%) | loss: 7.848892 | lrm: 1.00 | dt: 132ms | tok/sec: 248,468 | mfu: 3.0% | epoch: 1 | remaining: 300s    
step 00006 (0.0%) | loss: 7.622506 | lrm: 1.00 | dt: 132ms | tok/sec: 248,265 | mfu: 3.0% | epoch: 1 | remaining: 300s    
step 00007 (0.0%) | loss: 7.430934 | lrm: 1.00 | dt: 132ms | tok/sec: 248,320 | mfu: 3.0% | epoch: 1 | remaining: 300s    
step 00008 (0.0%) | loss: 7.267440 | lrm: 1.00 | dt: 132ms | tok/sec: 247,965 | mfu: 3.0% | epoch: 1 | remaining: 300s    
step 00009 (0.0%) | loss: 7.125974 | lrm: 1.00 | dt: 132ms | tok/sec: 248,306 | mfu: 3.0% | epoch: 1 | remaining: 300s    
step 00010 (0.0%) | loss: 6.995863 | lrm: 1.00 | dt: 132ms | tok/sec: 248,190 | mfu: 3.0% | epoch: 1 | remaining: 300s    
step 00011 (0.0%) | loss: 6.878137 | lrm: 1.00 | dt: 133ms | tok/sec: 247,091 | mfu: 3.0% | epoch: 1 | remaining: 300s    
step 00012 (0.0%) | loss: 6.779044 | lrm: 1.00 | dt: 133ms | tok/sec: 247,279 | mfu: 3.0% | epoch: 1 | remaining: 300s    
step 00013 (0.1%) | loss: 6.682575 | lrm: 1.00 | dt: 132ms | tok/sec: 247,491 | mfu: 3.0% | epoch: 1 | remaining: 300s    
step 00156 (6.4%) | loss: 4.472747 | lrm: 1.00 | dt: 132ms | tok/sec: 248,529 | mfu: 3.0% | epoch: 1 | remaining: 281s    
step 00157 (6.4%) | loss: 4.468158 | lrm: 1.00 | dt: 132ms | tok/sec: 248,708 | mfu: 3.0% | epoch: 1 | remaining: 281s    
step 00158 (6.5%) | loss: 4.454121 | lrm: 1.00 | dt: 131ms | tok/sec: 249,345 | mfu: 3.0% | epoch: 1 | remaining: 280s    
step 00159 (6.5%) | loss: 4.444346 | lrm: 1.00 | dt: 132ms | tok/sec: 248,522 | mfu: 3.0% | epoch: 1 | remaining: 280s    
step 00160 (6.6%) | loss: 4.420097 | lrm: 1.00 | dt: 132ms | tok/sec: 248,728 | mfu: 3.0% | epoch: 1 | remaining: 280s    
step 00161 (6.6%) | loss: 4.423099 | lrm: 1.00 | dt: 132ms | tok/sec: 248,540 | mfu: 3.0% | epoch: 1 | remaining: 280s    
step 00162 (6.6%) | loss: 4.408498 | lrm: 1.00 | dt: 132ms | tok/sec: 248,787 | mfu: 3.0% | epoch: 1 | remaining: 280s    
step 00163 (6.7%) | loss: 4.400516 | lrm: 1.00 | dt: 132ms | tok/sec: 249,097 | mfu: 3.0% | epoch: 1 | remaining: 280s    
step 00164 (6.7%) | loss: 4.387169 | lrm: 1.00 | dt: 132ms | tok/sec: 248,680 | mfu: 3.0% | epoch: 1 | remaining: 280s    
step 00165 (6.8%) | loss: 4.374832 | lrm: 1.00 | dt: 132ms | tok/sec: 248,412 | mfu: 3.0% | epoch: 1 | remaining: 280s    
step 00166 (6.8%) | loss: 4.367484 | lrm: 1.00 | dt: 132ms | tok/sec: 248,677 | mfu: 3.0% | epoch: 1 | remaining: 279s    
step 00167 (6.9%) | loss: 4.369467 | lrm: 1.00 | dt: 132ms | tok/sec: 248,317 | mfu: 3.0% | epoch: 1 | remaining: 279s    
step 00168 (6.9%) | loss: 4.370379 | lrm: 1.00 | dt: 132ms | tok/sec: 248,864 | mfu: 3.0% | epoch: 1 | remaining: 279s    
step 00169 (7.0%) | loss: 4.358166 | lrm: 1.00 | dt: 132ms | tok/sec: 248,532 | mfu: 3.0% | epoch: 1 | remaining: 279s    
step 00170 (7.0%) | loss: 4.348502 | lrm: 1.00 | dt: 132ms | tok/sec: 248,625 | mfu: 3.0% | epoch: 1 | remaining: 279s    
step 00171 (7.0%) | loss: 4.343869 | lrm: 1.00 | dt: 132ms | tok/sec: 248,755 | mfu: 3.0% | epoch: 1 | remaining: 279s    
step 00172 (7.1%) | loss: 4.346227 | lrm: 1.00 | dt: 132ms | tok/sec: 248,483 | mfu: 3.0% | epoch: 1 | remaining: 279s    
step 00173 (7.1%) | loss: 4.339164 | lrm: 1.00 | dt: 132ms | tok/sec: 249,025 | mfu: 3.0% | epoch: 1 | remaining: 278s    
step 00174 (7.2%) | loss: 4.332077 | lrm: 1.00 | dt: 132ms | tok/sec: 248,648 | mfu: 3.0% | epoch: 1 | remaining: 278s    
step 00175 (7.2%) | loss: 4.323512 | lrm: 1.00 | dt: 132ms | tok/sec: 249,177 | mfu: 3.0% | epoch: 1 | remaining: 278s    
step 00176 (7.3%) | loss: 4.304753 | lrm: 1.00 | dt: 132ms | tok/sec: 248,793 | mfu: 3.0% | epoch: 1 | remaining: 278s    
step 00177 (7.3%) | loss: 4.302773 | lrm: 1.00 | dt: 132ms | tok/sec: 248,951 | mfu: 3.0% | epoch: 1 | remaining: 278s    
step 00178 (7.4%) | loss: 4.301499 | lrm: 1.00 | dt: 132ms | tok/sec: 248,823 | mfu: 3.0% | epoch: 1 | remaining: 278s    
step 00179 (7.4%) | loss: 4.284973 | lrm: 1.00 | dt: 132ms | tok/sec: 248,721 | mfu: 3.0% | epoch: 1 | remaining: 278s    
step 00180 (7.4%) | loss: 4.287014 | lrm: 1.00 | dt: 132ms | tok/sec: 249,109 | mfu: 3.0% | epoch: 1 | remaining: 278s    
step 00181 (7.5%) | loss: 4.278048 | lrm: 1.00 | dt: 132ms | tok/sec: 248,752 | mfu: 3.0% | epoch: 1 | remaining: 277s    
step 00182 (7.5%) | loss: 4.280993 | lrm: 1.00 | dt: 132ms | tok/sec: 248,829 | mfu: 3.0% | epoch: 1 | remaining: 277s    
step 00183 (7.6%) | loss: 4.278862 | lrm: 1.00 | dt: 132ms | tok/sec: 248,934 | mfu: 3.0% | epoch: 1 | remaining: 277s    
step 00184 (7.6%) | loss: 4.281581 | lrm: 1.00 | dt: 132ms | tok/sec: 248,627 | mfu: 3.0% | epoch: 1 | remaining: 277s    
step 00185 (7.7%) | loss: 4.267180 | lrm: 1.00 | dt: 131ms | tok/sec: 249,286 | mfu: 3.0% | epoch: 1 | remaining: 277s    
step 00186 (7.7%) | loss: 4.268304 | lrm: 1.00 | dt: 132ms | tok/sec: 248,517 | mfu: 3.0% | epoch: 1 | remaining: 277s    
step 00187 (7.7%) | loss: 4.262783 | lrm: 1.00 | dt: 132ms | tok/sec: 248,746 | mfu: 3.0% | epoch: 1 | remaining: 277s    
step 00188 (7.8%) | loss: 4.256567 | lrm: 1.00 | dt: 132ms | tok/sec: 248,833 | mfu: 3.0% | epoch: 1 | remaining: 276s    
step 00189 (7.8%) | loss: 4.254828 | lrm: 1.00 | dt: 132ms | tok/sec: 248,684 | mfu: 3.0% | epoch: 1 | remaining: 276s    
step 00190 (7.9%) | loss: 4.250054 | lrm: 1.00 | dt: 132ms | tok/sec: 248,699 | mfu: 3.0% | epoch: 1 | remaining: 276s    
step 00191 (7.9%) | loss: 4.250578 | lrm: 1.00 | dt: 132ms | tok/sec: 248,865 | mfu: 3.0% | epoch: 1 | remaining: 276s    
step 00192 (8.0%) | loss: 4.240207 | lrm: 1.00 | dt: 132ms | tok/sec: 248,630 | mfu: 3.0% | epoch: 1 | remaining: 276s    
step 00193 (8.0%) | loss: 4.236761 | lrm: 1.00 | dt: 132ms | tok/sec: 248,788 | mfu: 3.0% | epoch: 1 | remaining: 276s    
step 00194 (8.1%) | loss: 4.229718 | lrm: 1.00 | dt: 132ms | tok/sec: 248,496 | mfu: 3.0% | epoch: 1 | remaining: 276s    
step 00195 (8.1%) | loss: 4.232996 | lrm: 1.00 | dt: 132ms | tok/sec: 248,867 | mfu: 3.0% | epoch: 1 | remaining: 276s    
step 00196 (8.1%) | loss: 4.223259 | lrm: 1.00 | dt: 132ms | tok/sec: 248,824 | mfu: 3.0% | epoch: 1 | remaining: 275s    
step 00197 (8.2%) | loss: 4.212041 | lrm: 1.00 | dt: 132ms | tok/sec: 248,847 | mfu: 3.0% | epoch: 1 | remaining: 275s    
step 00198 (8.2%) | loss: 4.210301 | lrm: 1.00 | dt: 132ms | tok/sec: 248,949 | mfu: 3.0% | epoch: 1 | remaining: 275s    
step 00199 (8.3%) | loss: 4.217910 | lrm: 1.00 | dt: 132ms | tok/sec: 248,064 | mfu: 3.0% | epoch: 1 | remaining: 275s    
step 00200 (8.3%) | loss: 4.207187 | lrm: 1.00 | dt: 132ms | tok/sec: 248,865 | mfu: 3.0% | epoch: 1 | remaining: 275s    
step 00201 (8.4%) | loss: 4.199341 | lrm: 1.00 | dt: 132ms | tok/sec: 248,499 | mfu: 3.0% | epoch: 1 | remaining: 275s    
step 00202 (8.4%) | loss: 4.189641 | lrm: 1.00 | dt: 132ms | tok/sec: 247,777 | mfu: 3.0% | epoch: 1 | remaining: 275s    
step 00203 (8.4%) | loss: 4.197174 | lrm: 1.00 | dt: 132ms | tok/sec: 248,104 | mfu: 3.0% | epoch: 1 | remaining: 275s    
step 00204 (8.5%) | loss: 4.191827 | lrm: 1.00 | dt: 132ms | tok/sec: 248,180 | mfu: 3.0% | epoch: 1 | remaining: 274s    
step 00205 (8.5%) | loss: 4.195738 | lrm: 1.00 | dt: 132ms | tok/sec: 247,763 | mfu: 3.0% | epoch: 1 | remaining: 274s    
step 00206 (8.6%) | loss: 4.192996 | lrm: 1.00 | dt: 132ms | tok/sec: 247,787 | mfu: 3.0% | epoch: 1 | remaining: 274s    
step 00207 (8.6%) | loss: 4.177029 | lrm: 1.00 | dt: 132ms | tok/sec: 247,806 | mfu: 3.0% | epoch: 1 | remaining: 274s    
step 00208 (8.7%) | loss: 4.153693 | lrm: 1.00 | dt: 132ms | tok/sec: 248,110 | mfu: 3.0% | epoch: 1 | remaining: 274s    
step 00209 (8.7%) | loss: 4.163549 | lrm: 1.00 | dt: 132ms | tok/sec: 247,972 | mfu: 3.0% | epoch: 1 | remaining: 274s    
step 00210 (8.8%) | loss: 4.150482 | lrm: 1.00 | dt: 132ms | tok/sec: 247,847 | mfu: 3.0% | epoch: 1 | remaining: 274s    
step 00211 (8.8%) | loss: 4.136725 | lrm: 1.00 | dt: 132ms | tok/sec: 248,049 | mfu: 3.0% | epoch: 1 | remaining: 273s    
step 00212 (8.8%) | loss: 4.135883 | lrm: 1.00 | dt: 132ms | tok/sec: 247,846 | mfu: 3.0% | epoch: 1 | remaining: 273s    
step 00213 (8.9%) | loss: 4.130903 | lrm: 1.00 | dt: 132ms | tok/sec: 248,294 | mfu: 3.0% | epoch: 1 | remaining: 273s    
step 00214 (8.9%) | loss: 4.139886 | lrm: 1.00 | dt: 132ms | tok/sec: 247,804 | mfu: 3.0% | epoch: 1 | remaining: 273s    
step 00215 (9.0%) | loss: 4.141822 | lrm: 1.00 | dt: 132ms | tok/sec: 247,833 | mfu: 3.0% | epoch: 1 | remaining: 273s    
step 00216 (9.0%) | loss: 4.137986 | lrm: 1.00 | dt: 133ms | tok/sec: 247,249 | mfu: 3.0% | epoch: 1 | remaining: 273s    
step 00217 (9.1%) | loss: 4.138243 | lrm: 1.00 | dt: 132ms | tok/sec: 247,630 | mfu: 3.0% | epoch: 1 | remaining: 273s    
step 00218 (9.1%) | loss: 4.136101 | lrm: 1.00 | dt: 132ms | tok/sec: 247,916 | mfu: 3.0% | epoch: 1 | remaining: 273s    
step 00219 (9.2%) | loss: 4.127815 | lrm: 1.00 | dt: 132ms | tok/sec: 247,709 | mfu: 3.0% | epoch: 1 | remaining: 272s    
step 00220 (9.2%) | loss: 4.126398 | lrm: 1.00 | dt: 132ms | tok/sec: 248,021 | mfu: 3.0% | epoch: 1 | remaining: 272s    
step 00221 (9.2%) | loss: 4.129465 | lrm: 1.00 | dt: 132ms | tok/sec: 248,024 | mfu: 3.0% | epoch: 1 | remaining: 272s    
step 00222 (9.3%) | loss: 4.127171 | lrm: 1.00 | dt: 132ms | tok/sec: 247,812 | mfu: 3.0% | epoch: 1 | remaining: 272s    
step 00223 (9.3%) | loss: 4.121820 | lrm: 1.00 | dt: 132ms | tok/sec: 247,723 | mfu: 3.0% | epoch: 1 | remaining: 272s    
step 00224 (9.4%) | loss: 4.110852 | lrm: 1.00 | dt: 132ms | tok/sec: 248,184 | mfu: 3.0% | epoch: 1 | remaining: 272s    
step 00225 (9.4%) | loss: 4.104907 | lrm: 1.00 | dt: 132ms | tok/sec: 247,668 | mfu: 3.0% | epoch: 1 | remaining: 272s    
step 00226 (9.5%) | loss: 4.098015 | lrm: 1.00 | dt: 132ms | tok/sec: 247,482 | mfu: 3.0% | epoch: 1 | remaining: 271s    
step 00227 (9.5%) | loss: 4.099269 | lrm: 1.00 | dt: 132ms | tok/sec: 247,980 | mfu: 3.0% | epoch: 1 | remaining: 271s    
step 00228 (9.6%) | loss: 4.095817 | lrm: 1.00 | dt: 132ms | tok/sec: 247,787 | mfu: 3.0% | epoch: 1 | remaining: 271s    
step 00229 (9.6%) | loss: 4.099993 | lrm: 1.00 | dt: 132ms | tok/sec: 247,753 | mfu: 3.0% | epoch: 1 | remaining: 271s    
step 00230 (9.6%) | loss: 4.102926 | lrm: 1.00 | dt: 132ms | tok/sec: 248,251 | mfu: 3.0% | epoch: 1 | remaining: 271s    
step 00231 (9.7%) | loss: 4.089822 | lrm: 1.00 | dt: 132ms | tok/sec: 248,026 | mfu: 3.0% | epoch: 1 | remaining: 271s    
step 00232 (9.7%) | loss: 4.098940 | lrm: 1.00 | dt: 132ms | tok/sec: 247,771 | mfu: 3.0% | epoch: 1 | remaining: 271s    
step 00233 (9.8%) | loss: 4.096884 | lrm: 1.00 | dt: 132ms | tok/sec: 247,973 | mfu: 3.0% | epoch: 1 | remaining: 271s    
step 00234 (9.8%) | loss: 4.105369 | lrm: 1.00 | dt: 132ms | tok/sec: 247,777 | mfu: 3.0% | epoch: 1 | remaining: 270s    
step 00235 (9.9%) | loss: 4.095862 | lrm: 1.00 | dt: 132ms | tok/sec: 248,125 | mfu: 3.0% | epoch: 1 | remaining: 270s    
step 00236 (9.9%) | loss: 4.083526 | lrm: 1.00 | dt: 132ms | tok/sec: 248,091 | mfu: 3.0% | epoch: 1 | remaining: 270s    
step 00237 (9.9%) | loss: 4.074553 | lrm: 1.00 | dt: 132ms | tok/sec: 247,711 | mfu: 3.0% | epoch: 1 | remaining: 270s    
step 00238 (10.0%) | loss: 4.073733 | lrm: 1.00 | dt: 132ms | tok/sec: 247,860 | mfu: 3.0% | epoch: 1 | remaining: 270s    
step 00239 (10.0%) | loss: 4.068786 | lrm: 1.00 | dt: 132ms | tok/sec: 247,973 | mfu: 3.0% | epoch: 1 | remaining: 270s    
step 00240 (10.1%) | loss: 4.071698 | lrm: 1.00 | dt: 132ms | tok/sec: 248,014 | mfu: 3.0% | epoch: 1 | remaining: 270s    
step 00241 (10.1%) | loss: 4.064224 | lrm: 1.00 | dt: 132ms | tok/sec: 247,975 | mfu: 3.0% | epoch: 1 | remaining: 269s    
step 00242 (10.2%) | loss: 4.063626 | lrm: 1.00 | dt: 132ms | tok/sec: 247,664 | mfu: 3.0% | epoch: 1 | remaining: 269s    
step 00243 (10.2%) | loss: 4.057419 | lrm: 1.00 | dt: 132ms | tok/sec: 248,053 | mfu: 3.0% | epoch: 1 | remaining: 269s    
step 00244 (10.3%) | loss: 4.047628 | lrm: 1.00 | dt: 132ms | tok/sec: 247,711 | mfu: 3.0% | epoch: 1 | remaining: 269s    
step 00245 (10.3%) | loss: 4.049550 | lrm: 1.00 | dt: 132ms | tok/sec: 247,486 | mfu: 3.0% | epoch: 1 | remaining: 269s    
step 00246 (10.3%) | loss: 4.043733 | lrm: 1.00 | dt: 132ms | tok/sec: 248,067 | mfu: 3.0% | epoch: 1 | remaining: 269s    
step 00247 (10.4%) | loss: 4.044919 | lrm: 1.00 | dt: 132ms | tok/sec: 247,824 | mfu: 3.0% | epoch: 1 | remaining: 269s    
step 00248 (10.4%) | loss: 4.047439 | lrm: 1.00 | dt: 132ms | tok/sec: 248,092 | mfu: 3.0% | epoch: 1 | remaining: 269s    
step 00249 (10.5%) | loss: 4.040965 | lrm: 1.00 | dt: 132ms | tok/sec: 248,080 | mfu: 3.0% | epoch: 1 | remaining: 268s    
step 00250 (10.5%) | loss: 4.035938 | lrm: 1.00 | dt: 132ms | tok/sec: 247,718 | mfu: 3.0% | epoch: 1 | remaining: 268s    
step 00251 (10.6%) | loss: 4.039935 | lrm: 1.00 | dt: 132ms | tok/sec: 247,852 | mfu: 3.0% | epoch: 1 | remaining: 268s    
step 00252 (10.6%) | loss: 4.045471 | lrm: 1.00 | dt: 132ms | tok/sec: 247,639 | mfu: 3.0% | epoch: 1 | remaining: 268s    
step 00253 (10.7%) | loss: 4.044898 | lrm: 1.00 | dt: 132ms | tok/sec: 248,225 | mfu: 3.0% | epoch: 1 | remaining: 268s    
step 00254 (10.7%) | loss: 4.043522 | lrm: 1.00 | dt: 132ms | tok/sec: 247,885 | mfu: 3.0% | epoch: 1 | remaining: 268s    
step 00255 (10.7%) | loss: 4.043515 | lrm: 1.00 | dt: 132ms | tok/sec: 247,923 | mfu: 3.0% | epoch: 1 | remaining: 268s    
step 00256 (10.8%) | loss: 4.038685 | lrm: 1.00 | dt: 132ms | tok/sec: 247,538 | mfu: 3.0% | epoch: 1 | remaining: 268s    
step 00257 (10.8%) | loss: 4.031043 | lrm: 1.00 | dt: 132ms | tok/sec: 247,905 | mfu: 3.0% | epoch: 1 | remaining: 267s    
step 00258 (10.9%) | loss: 4.028088 | lrm: 1.00 | dt: 132ms | tok/sec: 247,554 | mfu: 3.0% | epoch: 1 | remaining: 267s    
step 00259 (10.9%) | loss: 4.036525 | lrm: 1.00 | dt: 132ms | tok/sec: 247,847 | mfu: 3.0% | epoch: 1 | remaining: 267s    
step 00260 (11.0%) | loss: 4.037351 | lrm: 1.00 | dt: 132ms | tok/sec: 247,929 | mfu: 3.0% | epoch: 1 | remaining: 267s    
step 00261 (11.0%) | loss: 4.046351 | lrm: 1.00 | dt: 132ms | tok/sec: 247,889 | mfu: 3.0% | epoch: 1 | remaining: 267s    
step 00262 (11.0%) | loss: 4.035336 | lrm: 1.00 | dt: 132ms | tok/sec: 247,616 | mfu: 3.0% | epoch: 1 | remaining: 267s    
step 00263 (11.1%) | loss: 4.032275 | lrm: 1.00 | dt: 132ms | tok/sec: 247,812 | mfu: 3.0% | epoch: 1 | remaining: 267s    
step 00264 (11.1%) | loss: 4.018769 | lrm: 1.00 | dt: 132ms | tok/sec: 247,899 | mfu: 3.0% | epoch: 1 | remaining: 266s    
step 00265 (11.2%) | loss: 4.025501 | lrm: 1.00 | dt: 132ms | tok/sec: 247,988 | mfu: 3.0% | epoch: 1 | remaining: 266s    
step 00266 (11.2%) | loss: 4.008707 | lrm: 1.00 | dt: 132ms | tok/sec: 248,167 | mfu: 3.0% | epoch: 1 | remaining: 266s    
step 00267 (11.3%) | loss: 4.004472 | lrm: 1.00 | dt: 132ms | tok/sec: 247,995 | mfu: 3.0% | epoch: 1 | remaining: 266s    
step 00268 (11.3%) | loss: 4.004551 | lrm: 1.00 | dt: 132ms | tok/sec: 247,963 | mfu: 3.0% | epoch: 1 | remaining: 266s    
step 00269 (11.4%) | loss: 4.001431 | lrm: 1.00 | dt: 133ms | tok/sec: 247,291 | mfu: 3.0% | epoch: 1 | remaining: 266s    
step 00270 (11.4%) | loss: 4.015726 | lrm: 1.00 | dt: 133ms | tok/sec: 246,986 | mfu: 3.0% | epoch: 1 | remaining: 266s    
step 00271 (11.4%) | loss: 4.009459 | lrm: 1.00 | dt: 132ms | tok/sec: 247,833 | mfu: 3.0% | epoch: 1 | remaining: 266s    
step 00272 (11.5%) | loss: 4.003075 | lrm: 1.00 | dt: 132ms | tok/sec: 247,840 | mfu: 3.0% | epoch: 1 | remaining: 265s    
step 00273 (11.5%) | loss: 3.999715 | lrm: 1.00 | dt: 132ms | tok/sec: 247,748 | mfu: 3.0% | epoch: 1 | remaining: 265s    
step 00274 (11.6%) | loss: 3.988624 | lrm: 1.00 | dt: 132ms | tok/sec: 248,030 | mfu: 3.0% | epoch: 1 | remaining: 265s    
step 00275 (11.6%) | loss: 3.995786 | lrm: 1.00 | dt: 133ms | tok/sec: 247,303 | mfu: 3.0% | epoch: 1 | remaining: 265s    
step 00276 (11.7%) | loss: 3.991149 | lrm: 1.00 | dt: 132ms | tok/sec: 247,784 | mfu: 3.0% | epoch: 1 | remaining: 265s    
step 00277 (11.7%) | loss: 3.991050 | lrm: 1.00 | dt: 132ms | tok/sec: 247,448 | mfu: 3.0% | epoch: 1 | remaining: 265s    
step 00278 (11.8%) | loss: 3.986404 | lrm: 1.00 | dt: 133ms | tok/sec: 247,041 | mfu: 3.0% | epoch: 1 | remaining: 265s    
step 00279 (11.8%) | loss: 3.985345 | lrm: 1.00 | dt: 133ms | tok/sec: 246,926 | mfu: 3.0% | epoch: 1 | remaining: 264s    
step 00280 (11.8%) | loss: 3.990531 | lrm: 1.00 | dt: 132ms | tok/sec: 247,421 | mfu: 3.0% | epoch: 1 | remaining: 264s    
step 00281 (11.9%) | loss: 3.980510 | lrm: 1.00 | dt: 132ms | tok/sec: 247,623 | mfu: 3.0% | epoch: 1 | remaining: 264s    
step 00282 (11.9%) | loss: 3.993124 | lrm: 1.00 | dt: 132ms | tok/sec: 247,746 | mfu: 3.0% | epoch: 1 | remaining: 264s    
step 00283 (12.0%) | loss: 3.990937 | lrm: 1.00 | dt: 132ms | tok/sec: 247,334 | mfu: 3.0% | epoch: 1 | remaining: 264s    
step 00284 (12.0%) | loss: 3.992971 | lrm: 1.00 | dt: 132ms | tok/sec: 247,704 | mfu: 3.0% | epoch: 1 | remaining: 264s    
step 00285 (12.1%) | loss: 3.975310 | lrm: 1.00 | dt: 132ms | tok/sec: 247,539 | mfu: 3.0% | epoch: 1 | remaining: 264s    
step 00286 (12.1%) | loss: 3.978412 | lrm: 1.00 | dt: 133ms | tok/sec: 247,109 | mfu: 3.0% | epoch: 1 | remaining: 264s    
step 00287 (12.2%) | loss: 3.957616 | lrm: 1.00 | dt: 132ms | tok/sec: 247,417 | mfu: 3.0% | epoch: 1 | remaining: 263s    
step 00288 (12.2%) | loss: 3.967911 | lrm: 1.00 | dt: 132ms | tok/sec: 247,725 | mfu: 3.0% | epoch: 1 | remaining: 263s    
step 00289 (12.2%) | loss: 3.965576 | lrm: 1.00 | dt: 132ms | tok/sec: 247,676 | mfu: 3.0% | epoch: 1 | remaining: 263s    
step 00290 (12.3%) | loss: 3.968258 | lrm: 1.00 | dt: 132ms | tok/sec: 248,174 | mfu: 3.0% | epoch: 1 | remaining: 263s    
step 00291 (12.3%) | loss: 3.961539 | lrm: 1.00 | dt: 132ms | tok/sec: 247,843 | mfu: 3.0% | epoch: 1 | remaining: 263s    
step 00292 (12.4%) | loss: 3.959944 | lrm: 1.00 | dt: 132ms | tok/sec: 247,425 | mfu: 3.0% | epoch: 1 | remaining: 263s    
step 00293 (12.4%) | loss: 3.951775 | lrm: 1.00 | dt: 132ms | tok/sec: 248,012 | mfu: 3.0% | epoch: 1 | remaining: 263s    
step 00294 (12.5%) | loss: 3.957993 | lrm: 1.00 | dt: 133ms | tok/sec: 247,147 | mfu: 3.0% | epoch: 1 | remaining: 262s    
step 00295 (12.5%) | loss: 3.961876 | lrm: 1.00 | dt: 133ms | tok/sec: 247,199 | mfu: 3.0% | epoch: 1 | remaining: 262s    
step 00296 (12.5%) | loss: 3.963718 | lrm: 1.00 | dt: 132ms | tok/sec: 247,743 | mfu: 3.0% | epoch: 1 | remaining: 262s    
step 00297 (12.6%) | loss: 3.974601 | lrm: 1.00 | dt: 132ms | tok/sec: 247,630 | mfu: 3.0% | epoch: 1 | remaining: 262s    
step 00298 (12.6%) | loss: 3.974143 | lrm: 1.00 | dt: 132ms | tok/sec: 248,144 | mfu: 3.0% | epoch: 1 | remaining: 262s    
step 00299 (12.7%) | loss: 3.978740 | lrm: 1.00 | dt: 132ms | tok/sec: 247,638 | mfu: 3.0% | epoch: 1 | remaining: 262s    
step 00300 (12.7%) | loss: 3.974358 | lrm: 1.00 | dt: 132ms | tok/sec: 247,695 | mfu: 3.0% | epoch: 1 | remaining: 262s    
step 00301 (12.8%) | loss: 3.966387 | lrm: 1.00 | dt: 132ms | tok/sec: 247,397 | mfu: 3.0% | epoch: 1 | remaining: 262s    
step 00302 (12.8%) | loss: 3.969973 | lrm: 1.00 | dt: 133ms | tok/sec: 247,215 | mfu: 3.0% | epoch: 1 | remaining: 261s    
step 00303 (12.9%) | loss: 3.976503 | lrm: 1.00 | dt: 132ms | tok/sec: 247,669 | mfu: 3.0% | epoch: 1 | remaining: 261s    
step 00304 (12.9%) | loss: 3.972187 | lrm: 1.00 | dt: 132ms | tok/sec: 248,097 | mfu: 3.0% | epoch: 1 | remaining: 261s    
step 00305 (12.9%) | loss: 3.968697 | lrm: 1.00 | dt: 132ms | tok/sec: 247,641 | mfu: 3.0% | epoch: 1 | remaining: 261s    
step 00306 (13.0%) | loss: 3.968345 | lrm: 1.00 | dt: 133ms | tok/sec: 247,093 | mfu: 3.0% | epoch: 1 | remaining: 261s    
step 00307 (13.0%) | loss: 3.968592 | lrm: 1.00 | dt: 132ms | tok/sec: 247,984 | mfu: 3.0% | epoch: 1 | remaining: 261s    
step 00308 (13.1%) | loss: 3.953338 | lrm: 1.00 | dt: 132ms | tok/sec: 247,609 | mfu: 3.0% | epoch: 1 | remaining: 261s    
step 00309 (13.1%) | loss: 3.948621 | lrm: 1.00 | dt: 132ms | tok/sec: 247,542 | mfu: 3.0% | epoch: 1 | remaining: 261s    
step 00310 (13.2%) | loss: 3.941724 | lrm: 1.00 | dt: 132ms | tok/sec: 247,607 | mfu: 3.0% | epoch: 1 | remaining: 260s    
step 00311 (13.2%) | loss: 3.943922 | lrm: 1.00 | dt: 132ms | tok/sec: 247,721 | mfu: 3.0% | epoch: 1 | remaining: 260s    
step 00312 (13.3%) | loss: 3.930334 | lrm: 1.00 | dt: 132ms | tok/sec: 248,289 | mfu: 3.0% | epoch: 1 | remaining: 260s    
step 00313 (13.3%) | loss: 3.924153 | lrm: 1.00 | dt: 132ms | tok/sec: 247,420 | mfu: 3.0% | epoch: 1 | remaining: 260s    
step 00314 (13.3%) | loss: 3.924093 | lrm: 1.00 | dt: 132ms | tok/sec: 247,796 | mfu: 3.0% | epoch: 1 | remaining: 260s    
